Índices de los Expedientes considerados como Reservados ,,,,,,,,,,,,,,,,,,,,,,..
,,,,,,,,,,,,,,,,,,,,,,
Clave de Sujeto obligado:,,,,,,,,,,,,,,,,,,,,,,
Sujeto obligado:,,Archivo General de la Nación ,,,,,,,,,,,,,,,,,,,,
Periodo del Índice:,,Segundo Semestre 2017,,,,,,,,,,,,,,,,,,,,
Fecha de actualización (dd/mm/aaaa):,,31/12/17 00:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Área,Nombre del expediente o documento,Tema,Momento de la clasificación de la información como reservada,Plazo de reserva,Fecha de inicio de la clasificación  (dd/mm/aaaa),Fecha de término de la clasificación  (dd/mm/aaaa),Fundamento legal de la clasificación,Justificación,Razones y motivos de la clasificación,Clasificación completa o parcial,Partes o secciones que se clasifican,Fecha del acta en donde el Comité de Transparencia confirmó la clasificación  (dd/mm/aaaa),Estatus del expediente,Expediente en ampliación de plazo de reserva,Plazo de ampliación de reserva  (años),Fecha de inicio del plazo de ampliación de reserva  (dd/mm/aaaa),Fecha de término del plazo de ampliación de reserva  (dd/mm/aaaa),Fundamento legal del plazo de ampliación de reserva,Justificación del plazo de ampliación de reserva,Razones y motivos del plazo de ampliación de reserva,Clasificación completa o parcial de la ampliación de reserva,Partes o secciones que se clasifican en el plazo de ampliación de reserva
Dirección del Sistema Nacional de Archivos ,4S.5/ Curso Taller de procesos técnicos de la unidad de correspondenica y archivo de trámite 23 al 25 de Noviembre del Sector Ciencia y Tecnología ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","la información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Es decir, existe un conjunto de fases o actividades sucesivas e integradas, en virtud que constantemente se siguen actualizando los  materiales que sirven para impartir los talleres.","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Curso Taller de procesos técnicos de la unidad de correspondencia y archivo de trámite 30 de noviembre al 04 de diciembre del Sector Hacienda ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","la información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Es decir, existe un conjunto de fases o actividades sucesivas e integradas, en virtud que constantemente se siguen actualizando los  materiales que sirven para impartir los talleres.","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5Curso Introducción a la Organización de Archivos del 7 al 11  julio 2014 impartido a diferentes Instituciones ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Curso Taller de Procesos Técnico de la Unidad de Correspondencia y Archivo de Trámite  Impartido del 16 al 20 de mayo a COFECE,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Curso Taller de Procesos Técnicos de Unidades de Correspondencia y Archivo de trámite del 16 al 20 de mayo INFODF,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de elaboración del Tramite de Baja Documental 30 y 31 de mayo impartido a diferentes instituciones ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Curso Taller de Procesos Técnicos de Unidades de Correspondencia y Archivo de Tramite impartido al IPAB 20 y 22 de junio ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de Identificación de Procesos Técnicos  impartido dal INFODF 2 de junio ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/Taller de elaboración del Tramite de Baja Documental 06 y 07 junio impartido al sector salud ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de elaboración del tramite de Baja Documental  09 y 10 de junio impartido a SECTOR Energía,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de Procesos Técnicos de la Unidad de Correspondencia y Archivo de Trámite 13 al 17 de junio impartido a varios sectores ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller Elaboración de Trámite de Baja Documental 27 y 28 de junio varios sectores ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller para la gestión documental en procesos de Digitalización 3 al 7 de octubre,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller para la elaboración del Plan anual de desarrollo archivistico del 15 al 17 de agosto impartido a varias instituciones ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
